,ID,Count
0,18288,411.7162086626673
1,18289,328.57107439975607
2,18290,278.0723312914654
3,18291,229.76123295126797
4,18292,193.39072411450866
5,18293,173.11659818679576
6,18294,186.14735180543778
7,18295,215.8817609610582
8,18296,248.60131749253847
9,18297,321.24722017614005
10,18298,455.9739451248596
11,18299,505.50690525860756
12,18300,510.8626108447086
13,18301,451.8181517192513
14,18302,483.1036668642893
15,18303,477.00167443422345
16,18304,464.82695572483556
17,18305,475.6554315000121
18,18306,487.36189179750045
19,18307,517.1402001792367
20,18308,496.9538727037544
21,18309,463.8538562126062
22,18310,465.53665988037017
23,18311,454.53258720073154
24,18312,392.3462543603316
25,18313,313.11283748247405
26,18314,264.9899016068164
27,18315,218.95168868491442
28,18316,184.29229803902996
29,18317,164.97200604954162
30,18318,177.38970364365173
31,18319,205.72520225255812
32,18320,236.90540643046918
33,18321,306.13354759381394
34,18322,434.5218033478503
35,18323,481.7243933041244
36,18324,486.8281297661618
37,18325,430.56152696747176
38,18326,460.37515690144943
39,18327,454.560244047161
40,18328,442.95830760886867
41,18329,453.27733761408047
42,18330,464.4330457278231
43,18331,492.8103782421562
44,18332,473.5737540635206
45,18333,442.03098937191317
46,18334,443.63462241326374
47,18335,433.148256786346
48,18336,377.92026415119176
49,18337,301.60014256649356
50,18338,255.2466157117252
51,18339,210.90115963782844
52,18340,177.51614341136462
53,18341,158.90622992041062
54,18342,170.86734718038514
55,18343,198.16099150634543
56,18344,228.1947457941642
57,18345,294.8774708218367
58,18346,418.5450807180557
59,18347,464.0121014086935
60,18348,468.92818104614526
61,18349,414.7304178299786
62,18350,443.4478447831793
63,18351,437.8467376552632
64,18352,426.67138722258653
65,18353,436.6110017901113
66,18354,447.35653105230034
67,18355,474.69047111299403
68,18356,456.1611490915061
69,18357,425.77816510266655
70,18358,427.32283493410614
71,18359,417.22203742764884
72,18360,262.6249554815347
73,18361,209.5884543070224
74,18362,177.3763871558006
75,18363,146.55977176902613
76,18364,123.35980280224499
77,18365,110.4273719016312
78,18366,118.73941067246966
79,18367,137.70635371833532
80,18368,158.57745836919946
81,18369,204.91672448691628
82,18370,290.85601810073797
83,18371,322.45203296798974
84,18372,325.86832290636926
85,18373,288.2051264545638
86,18374,308.1614868049877
87,18375,304.2691564653587
88,18376,296.5031640371303
89,18377,303.4104169180065
90,18378,310.8777173297646
91,18379,329.8726627521745
92,18380,316.9962366046486
93,18381,295.8824446904025
94,18382,296.95586912459277
95,18383,289.9366067375404
96,18384,261.6724319197858
97,18385,208.82829067127068
98,18386,176.73305458386733
99,18387,146.02820904849727
100,18388,122.91238485399103
101,18389,110.02685903564918
102,18390,118.30875058471705
103,18391,137.20690176686813
104,18392,158.0023082842353
105,18393,204.17350491011598
106,18394,289.8011023186127
107,18395,321.2825205034463
108,18396,324.6864197813338
109,18397,287.1598252833121
110,18398,307.04380521807565
111,18399,303.16559210638417
112,18400,295.42776642550336
113,18401,302.3099671512867
114,18402,309.7501841521335
115,18403,328.6762361480379
116,18404,315.8465119572021
117,18405,294.8092983873076
118,18406,295.8788295811794
119,18407,288.8850256003835
120,18408,410.14208054568667
121,18409,327.3148378082475
122,18410,277.0091682047799
123,18411,228.88277927523825
124,18412,192.65132700070367
125,18413,172.4547158052227
126,18414,185.4356485151296
127,18415,215.05637312661776
128,18416,247.65083190185803
129,18417,320.01898511727825
130,18418,454.23060494895765
131,18419,503.57418408768217
132,18420,508.90941302853105
133,18421,450.0907005249111
134,18422,481.2566007312904
135,18423,475.17793824950354
136,18424,463.0497675424375
137,18425,473.83684245016445
138,18426,485.4985450531125
139,18427,515.1630010493619
140,18428,495.05385262340263
141,18429,462.08038851356685
142,18430,463.7567582627407
143,18431,452.7947578159699
144,18432,400.4939225450489
145,18433,319.61510295800866
146,18434,270.49282094553485
147,18435,223.49855433754226
148,18436,188.11940859949425
149,18437,168.39790128906742
150,18438,181.07347130706472
151,18439,209.9973997479069
152,18440,241.8251084062355
153,18441,312.4908774734411
154,18442,443.54531111263145
155,18443,491.7281348194482
156,18444,496.9378581508205
157,18445,439.5027935549548
158,18446,469.9355489715499
159,18447,463.9998805858062
160,18448,452.15701224782356
161,18449,462.69033264458676
162,18450,474.0777060464931
163,18451,503.0443371375927
164,18452,483.40823512767975
165,18453,451.21043683378946
166,18454,452.84737176031354
167,18455,442.14324076252205
168,18456,415.4298691437074
169,18457,331.5347697523745
170,18458,280.5805304001235
171,18459,231.83366826698625
172,18460,195.13509918265714
173,18461,174.6781016102015
174,18462,187.82639200231407
175,18463,217.82900410424787
176,18464,250.84368946838396
177,18465,324.14485471447216
178,18466,460.0868082688547
179,18467,510.06655333039345
180,18468,515.4705671243444
181,18469,455.8935298057893
182,18470,487.4612387988677
183,18471,481.3042066893664
184,18472,469.0196726003856
185,18473,479.9458207083733
186,18474,491.75787271700847
187,18475,521.8047800139749
188,18476,501.43637283158364
189,18477,468.03779577716716
190,18478,469.7357782534086
191,18479,458.6324493652918
192,18480,396.05991484137166
193,18481,316.0765328350925
194,18482,267.49810071547444
195,18483,221.02412400063264
196,18484,186.0366731071784
197,18485,166.53350947294734
198,18486,179.06874384052796
199,18487,207.67244539574773
200,18488,239.14777840631467
201,18489,309.03118213214606
202,18490,438.6346664918455
203,18491,486.2840413759103
204,18492,491.4360860457974
205,18493,434.63690505400973
206,18494,464.7327288360277
207,18495,458.8627763023039
208,18496,447.15102448441866
209,18497,457.5677268224415
210,18498,468.82902664733115
211,18499,497.4749580768945
212,18500,478.0562541913497
213,18501,446.2149289364741
214,18502,447.833740786302
215,18503,437.2481189509062
216,18504,381.6339246322318
217,18505,304.563837919112
218,18506,257.75481482038333
219,18507,212.97359495354678
220,18508,179.26051847951308
221,18509,160.4677333438164
222,18510,172.54638737726142
223,18511,200.10823464953506
224,18512,230.4371177700097
225,18513,297.7751053601688
226,18514,422.65794386205084
227,18515,468.5717494804795
228,18516,473.53613732578094
229,18517,418.80579591651656
230,18518,447.8054167177577
231,18519,442.14926991040613
232,18520,430.86410409813664
233,18521,440.9013909984724
234,18522,451.7525119718084
235,18523,479.35505094773237
236,18524,460.6436492193353
237,18525,429.96210466722744
238,18526,431.5219533071446
239,18527,421.3218995922091
240,18528,266.33861596257464
241,18529,212.5521496596408
242,18530,179.88458626445865
243,18531,148.6322070847444
244,18532,125.10417787039344
245,18533,111.98887532503693
246,18534,120.41845086934592
247,18535,139.65359686152493
248,18536,160.81983034504498
249,18537,207.8143590252484
250,18538,294.9688812447331
251,18539,327.0116810397756
252,18540,330.47627918600483
253,18541,292.2805045411018
254,18542,312.51905873956605
255,18543,308.5716887205017
256,18544,300.6958809126803
257,18545,307.70080612636747
258,18546,315.2736982492726
259,18547,334.53724258691267
260,18548,321.4787367324777
261,18549,300.06638425496345
262,18550,301.15498749763105
263,18551,294.0364689021005
264,18552,265.38609240082576
265,18553,211.79198602388914
266,18554,179.2412536925254
267,18555,148.10064436421553
268,18556,124.65675992213946
269,18557,111.5883624590549
270,18558,119.98779078159329
271,18559,139.15414491005774
272,18560,160.2446802600808
273,18561,207.07113944844806
274,18562,293.91396546260785
275,18563,325.8421685752321
276,18564,329.2943760609694
277,18565,291.23520336985
278,18566,311.40137715265394
279,18567,307.4681243615271
280,18568,299.62048330105347
281,18569,306.60035635964766
282,18570,314.1461650716415
283,18571,333.3408159827761
284,18572,320.3290120850312
285,18573,298.99323795186854
286,18574,300.0779479542177
287,18575,292.9848877649437
288,18576,413.85574102672666
289,18577,330.2785331608659
290,18578,279.51736731343794
291,18579,230.9552145909565
292,18580,194.39570206885213
293,18581,174.01621922862842
294,18582,187.11468871200583
295,18583,217.00361626980742
296,18584,249.8932038777035
297,18585,322.9166196556103
298,18586,458.3434680929528
299,18587,508.133832159468
300,18588,513.5173693081667
301,18589,454.16607861144905
302,18590,485.6141726658687
303,18591,479.4804705046465
304,18592,467.2424844179876
305,18593,478.12723165852543
306,18594,489.8945259726205
307,18595,519.8275808841001
308,18596,499.5363527512317
309,18597,466.2643280781278
310,18598,467.9558766357791
311,18599,456.89461998053
312,18600,404.2075830260889
313,18601,322.57879831062706
314,18602,273.00102005419285
315,18603,225.57098965326054
316,18604,189.86378366764268
317,18605,169.95940471247314
318,18606,182.75251150394098
319,18607,211.94464289109655
320,18608,244.067480382081
321,18609,315.38851201177323
322,18610,447.65817425662664
323,18611,496.287782891234
324,18612,501.5458144304562
325,18613,443.57817164149264
326,18614,474.29312090612825
327,18615,468.3024128409491
328,18616,456.34972912337366
329,18617,466.9807218529479
330,18618,478.47368696600114
331,18619,507.70891697233094
332,18620,487.89073525550884
333,18621,455.3943763983504
334,18622,457.0464901333519
335,18623,446.24310292708213
336,18624,419.1435296247474
337,18625,334.49846510499293
338,18626,283.0887295087815
339,18627,233.90610358270456
340,18628,196.87947425080557
341,18629,176.23960503360726
342,18630,189.5054321991903
343,18631,219.77624724743748
344,18632,253.08606144422944
345,18633,327.0424892528043
346,18634,464.19967141284985
347,18635,514.6262014021793
348,18636,520.07852340398
349,18637,459.9689078923272
350,18638,491.81881073344596
351,18639,485.60673894450935
352,18640,473.21238947593565
353,18641,484.23620991673425
354,18642,496.1538536365165
355,18643,526.4693598487131
356,18644,505.91887295941274
357,18645,472.2217353417281
358,18646,473.93489662644686
359,18647,462.7323115298519
360,18648,399.77357532241166
361,18649,319.0402281877109
362,18650,270.0062998241325
363,18651,223.09655931635095
364,18652,187.78104817532684
365,18653,168.09501289635307
366,18654,180.7477840374042
367,18655,209.61968853893737
368,18656,241.39015038216016
369,18657,311.9288166704781
370,18658,442.7475296358406
371,18659,490.8436894476961
372,18660,496.04404232543305
373,18661,438.7122831405476
